listing_id,high,medium,low
6866978,0.128195382,0.504742785,0.353117218
7163400,0.320318071,0.342616261,0.42242268
6917187,0.138743013,0.558459092,0.294186246
6927475,0.020852314,0.775812244,0.202982086
6903243,0.022947246,0.786452954,0.180266853
6876188,0.081959984,0.658918253,0.236281535
6922219,0.038928939,0.810564548,0.157486444
7104085,0.019697716,0.898448474,0.095760455
6920897,0.099932697,0.56987491,0.301237451
6812177,0.060653873,0.746216377,0.184774246
6941047,0.078985243,0.596309913,0.315139941
6827609,0.013549695,0.900030083,0.096118039
6934328,0.016823418,0.845840007,0.143543582
6937556,0.178847183,0.495011739,0.336381344
6879765,0.080837385,0.673013959,0.247068693
6942927,0.012175416,0.879836191,0.124314043
6945170,0.160231097,0.516775134,0.321187147
6901915,0.103414953,0.509455216,0.381098129
6824475,0.063835377,0.725990017,0.20912496
6832968,0.18596937,0.487249245,0.320898067
7166718,0.046696165,0.797511502,0.157569427
6905079,0.030639153,0.840377448,0.136071739
6940297,0.27553009,0.379270897,0.398835205
6911080,0.067726168,0.663382743,0.258382971
6917208,0.057382124,0.772978085,0.172060171
6858925,0.015752228,0.790012621,0.191411762
7169883,0.08592572,0.531192127,0.348669145
6944112,0.209685971,0.441999233,0.36276338
6885816,0.081421496,0.734715405,0.184966134
6837733,0.071163028,0.71148965,0.204095367
6828658,0.023320165,0.763927026,0.198168414
6839429,0.096666097,0.675215867,0.229771329
7164794,0.10291141,0.671591407,0.218576522
6837661,0.081870268,0.650614517,0.238551278
6883255,0.041112077,0.816418971,0.147831345
6833054,0.004751583,0.908938372,0.107231794
7675463,0.175817501,0.341872375,0.507755061
6871526,0.194369225,0.500255289,0.329494593
6876295,0.016267331,0.754726239,0.22906362
7204045,0.022247771,0.810854148,0.177978685
6840357,0.15055111,0.45688927,0.380670766
6917531,0.008940325,0.887295233,0.121994063
6886057,0.316749998,0.240874047,0.584423224
6833734,0.136329363,0.461568384,0.393866801
6908098,0.10688061,0.508290374,0.365999391
6860562,0.031941974,0.812326661,0.162735352
6859167,0.286769512,0.338540746,0.462611926
6812141,0.02271777,0.873225187,0.115002007
6919431,0.033065784,0.793194314,0.176000958
6869389,0.104707865,0.626331196,0.24729045
6906034,0.092465471,0.66872005,0.2255264
7108495,0.039798006,0.794457333,0.14923019
6864681,0.011802289,0.909161917,0.090531407
6893982,0.074523144,0.697940459,0.218908132
6862160,0.084788926,0.659196371,0.242368475
6854804,0.088621058,0.61151595,0.276351783
7143164,0.02811536,0.751643628,0.212727584
6936651,0.108944782,0.633352529,0.246671896
6837450,0.087520971,0.703465166,0.20168137
6908259,0.31452715,0.288503278,0.513519542
6916539,0.053875248,0.753111997,0.189898814
6947176,0.077667428,0.741006375,0.184979247
6933958,0.073695577,0.755300019,0.172992133
6816549,0.056262059,0.666088707,0.24721975
6876117,0.034829942,0.788559988,0.175551041
6848605,0.119932903,0.477818307,0.393103626
6840659,0.048455051,0.788889787,0.157494821
6823496,0.105957893,0.606216395,0.264501892
6912609,0.013412484,0.895858164,0.102606205
7097937,0.055975258,0.700060709,0.210443816
6924524,0.032829371,0.790535557,0.175955537
6938236,0.082340002,0.659412817,0.243989204
6865751,0.003130692,0.953670897,0.059891456
6936323,0.030512133,0.810482783,0.162836404
6868422,0.123204383,0.516303593,0.346144366
7210133,0.061464383,0.710603638,0.210290294
7215631,0.095613143,0.691451605,0.209241115
6940189,0.046466298,0.801642275,0.15798391
6888941,0.001930775,0.958205893,0.064789363
6831598,0.116369364,0.612046813,0.261798467
6939963,0.039598674,0.752608847,0.208668897
6897175,0.094918314,0.546154661,0.339072046
6816167,0.012038595,0.878331565,0.116347322
6812965,0.039895008,0.701181921,0.246826866
7149372,0.246324101,0.388015359,0.396456831
6875959,0.003944648,0.944826699,0.07379326
6925644,0.084278502,0.605435848,0.302651117
6874269,0.088733229,0.668723646,0.229909419
6814721,0.062925551,0.690159207,0.224583777
6922432,0.063182286,0.641696304,0.284248662
6858861,0.035270709,0.795025847,0.161468783
6835339,0.012852476,0.921814368,0.081500909
6896997,0.075473959,0.607657764,0.29368416
6921134,0.041518405,0.822755767,0.145826371
6883685,0.082794175,0.610984753,0.273419254
6911406,0.007997377,0.937250567,0.071182117
6825733,0.284275772,0.287590329,0.535880915
6884462,0.137932731,0.588450024,0.271419108
6858682,0.021448164,0.815834679,0.157792381
6894013,0.029339033,0.663443678,0.29131301
6856391,0.152887637,0.588828561,0.261369331
6828064,0.03420372,0.797429305,0.168745121
6817336,0.00104287,0.981449027,0.034798025
6819178,0.032351931,0.758580559,0.198122099
7147339,0.237236674,0.383075869,0.401306927
6887757,0.085170964,0.723572867,0.193505411
6946859,0.051351377,0.722041647,0.220779342
6855963,0.246577051,0.347791065,0.458773699
6839828,0.165001474,0.383004344,0.457720683
6870806,0.12919063,0.451723341,0.401896047
6880221,0.042080229,0.813176361,0.151094141
6921809,0.117849794,0.56537069,0.296325563
6897069,0.058050383,0.724387891,0.208287768
6897157,0.069269128,0.757205905,0.177196065
6898912,0.002607736,0.921093969,0.112864872
6856271,0.152986125,0.595709757,0.26160587
6888381,0.057245717,0.740448979,0.192343462
7099191,7.10E-06,0.998773876,0.007322179
6917882,0.211551383,0.418310633,0.397680047
6931260,0.010665045,0.912790194,0.090501782
6849996,0.123257571,0.509318016,0.341408628
6887973,0.043900211,0.692834733,0.241162265
6850205,0.159054292,0.393345736,0.458841258
6845657,0.240423227,0.39492998,0.39660658
6930302,0.065849896,0.733876117,0.19459369
6852391,0.373674307,0.202613558,0.608101208
6920411,0.281602177,0.330679545,0.466682813
6907999,0.040115124,0.746288668,0.210333097
6864094,0.050026823,0.775736679,0.17620149
6813852,0.129567033,0.597478715,0.261649636
7232295,0.08266462,0.688908301,0.212576629
6896558,0.0711959,0.619701661,0.287455879
6858919,0.084186338,0.56000279,0.330946994
6847828,0.171910787,0.456387327,0.35094599
6925116,0.068091616,0.722843474,0.208306672
6854687,0.097470911,0.668690467,0.222356975
6946415,0.100476074,0.578948916,0.310309241
6827859,0.016722671,0.888777883,0.107195805
6884313,0.255001324,0.398729499,0.394689529
6848651,0.075713505,0.660565461,0.249483089
7136298,0.084248696,0.685177499,0.218703062
6874534,0.013420727,0.856768587,0.135089031
6908942,0.089842715,0.678274596,0.232237803
6894718,0.007045665,0.93085856,0.079514899
6876449,0.097792354,0.662585658,0.238129224
6825630,0.146820635,0.52133387,0.320962502
7155655,0.014751363,0.834990488,0.153600533
7201310,0.041118361,0.793648543,0.169195067
6864334,0.047473242,0.699193365,0.247034344
6876658,0.061220651,0.725339456,0.203454674
6842370,0.169998976,0.496839017,0.35340888
6835467,0.200524886,0.493161503,0.332431227
7227368,0.110467724,0.632647431,0.252883877
6859482,0.1626215,0.536335879,0.288773943
6878641,0.048477955,0.754135269,0.203194401
6869916,0.025203037,0.848206015,0.136224836
6841060,0.040606364,0.661056493,0.265545388
6887832,0.059794371,0.650320448,0.277510555
6905898,0.012024415,0.89432888,0.102297686
7104742,0.155889258,0.512884192,0.324434838
6948090,0.052934731,0.73240892,0.207229393
6839851,0.095907448,0.468210121,0.394873705
6934051,0.012597778,0.892296968,0.113255277
6888727,0.097203682,0.537790349,0.334481192
7167478,0.031325627,0.823493262,0.141520044
6892109,0.127205033,0.472861163,0.415602972
6908544,0.206082812,0.483258957,0.333757598
6921725,0.02278026,0.78847447,0.184743964
6932343,0.09023486,0.525731961,0.363900171
6914309,0.037436569,0.817552501,0.150414157
6919805,0.096931942,0.650611446,0.242369596
6947828,0.060300017,0.749354149,0.186910078
6920362,0.102066003,0.470213082,0.42669923
7110179,0.422568774,0.219413927,0.576004513
6877834,0.109720326,0.576946294,0.288367469
6876966,0.099230216,0.667673194,0.232013979
6823918,0.009385855,0.907247526,0.097428145
6871243,0.034907351,0.77087563,0.194241545
6928189,0.137465956,0.53130624,0.337445352
6852455,0.014179547,0.850269503,0.136093633
7208631,0.094338989,0.592035068,0.294197327
6831811,0.106884627,0.583546146,0.28504818
6904276,0.003625442,0.941892527,0.076831945
6831589,0.070791511,0.664492831,0.235069758
6901814,0.041033611,0.820156217,0.143646721
6854667,0.177356154,0.5902824,0.260268684
7192650,0.017586795,0.878427246,0.107786705
6836299,0.053724781,0.767703452,0.178660854
6887919,0.027661816,0.782992221,0.198213029
6927679,0.067862737,0.661343645,0.257614968
6855908,0.075807141,0.730893883,0.192596648
6854766,0.029707764,0.851216878,0.126304974
6847472,0.123594476,0.616851218,0.254236019
6862519,0.01445271,0.852190857,0.137449561
6938819,0.090953336,0.687137924,0.219242874
6945434,0.018255373,0.770724453,0.215984131
6832722,0.163729027,0.614014448,0.245058536
6852707,0.031789118,0.822409229,0.153904533
7177680,0.164412481,0.410782001,0.402552869
6834945,0.05728807,0.714847905,0.191429348
6890316,0.062835669,0.687565791,0.225161258
6816620,0.008241557,0.91577111,0.097724797
6945175,0.017035556,0.830395018,0.158769959
6914016,0.067366936,0.602882262,0.286321611
6852619,0.077628069,0.718182966,0.205426093
6813211,0.079800372,0.635205322,0.251605349
6820546,0.061571104,0.699157308,0.228366531
6836128,0.094049221,0.721360764,0.194171569
6850557,0.087678301,0.661833646,0.248491421
6864997,0.004137034,0.871416483,0.152507802
6883705,0.012339692,0.889357968,0.106372748
6898767,0.014140336,0.847180858,0.159002861
6866020,0.050829985,0.77380607,0.167404364
7126382,0.417819731,0.216182472,0.580465829
6847427,0.088967038,0.55107976,0.316487793
6841013,0.036755415,0.747474214,0.202498396
6909469,0.054640873,0.745884295,0.190347311
6922473,0.006777904,0.911068824,0.108526733
6925906,0.084947737,0.68995489,0.218519629
6946014,0.064473758,0.662697206,0.270380539
6820739,0.03944409,0.750159678,0.184781433
6927559,0.081305076,0.620183568,0.273099903
7174772,0.038625537,0.804466418,0.154390504
6931036,0.016270138,0.806094275,0.171847579
6918163,0.054550919,0.658159638,0.281023572
6893604,0.189402651,0.451581727,0.369959403
6868844,0.21188359,0.363224166,0.442656923
6814537,0.152131287,0.567403002,0.291783394
6916118,0.032951824,0.761807994,0.174476256
6838509,0.097178791,0.552978471,0.324350825
6919725,0.143841694,0.457865699,0.396152113
6932476,0.000132772,0.988855526,0.033939165
6860496,0.0665373,0.693902641,0.219556656
7156799,0.113160896,0.570206043,0.309187537
6837521,0.030409094,0.818988718,0.153059983
6913204,0.053625917,0.751526908,0.195447601
6947516,0.084965026,0.589411191,0.304197404
6838117,0.060438788,0.719269409,0.210214837
6933366,0.056140587,0.770389069,0.176329385
7134198,0.09892865,0.537302644,0.337569424
6898450,0.08750385,0.596075893,0.311476266
6819926,0.101243458,0.674713513,0.21620476
6947698,0.072681116,0.610777728,0.287149258
6838721,0.016395722,0.826813141,0.139742962
6936661,0.258717173,0.324884408,0.468233147
6912257,0.071161611,0.619202603,0.288405556
6905569,0.004444393,0.948624567,0.066859411
6927167,0.078271817,0.627182947,0.270238126
7150689,0.009361805,0.913746623,0.090001311
6820358,0.063728457,0.655018467,0.246089969
6945045,0.035890232,0.721788038,0.231055998
6866884,0.097963665,0.625133235,0.240591331
6820658,0.062330613,0.655347715,0.260114204
6826462,0.209127191,0.343467716,0.477064834
6932390,0.062406992,0.530658308,0.373374685
6905031,0.026573848,0.653628488,0.296558184
6923011,0.055051884,0.690088285,0.241568196
6908504,0.130481861,0.487885378,0.359695261
6881050,0.214375386,0.466527856,0.344293081
6892968,0.018571306,0.801555227,0.185281257
7346996,0.088226973,0.639031544,0.252574764
6876206,0.002878158,0.937623209,0.086070909
6813475,0.160274622,0.581795488,0.253961853
7190057,0.126897231,0.635049505,0.255906982
6838465,0.110694036,0.634076325,0.260236233
6899364,0.006703709,0.903015805,0.106046108
6891616,0.004857051,0.935903238,0.082027518
6836715,0.020171842,0.817083637,0.170240923
6829616,0.0671188,0.676430039,0.235295834
6829144,0.01993611,0.83497009,0.140140226
6893064,0.040571553,0.68045496,0.248461557
6861300,0.038221063,0.771272462,0.190136553
6926847,0.026330375,0.675709337,0.27942797
6894021,0.037138248,0.83982975,0.130828589
6897946,0.112714961,0.641577007,0.24429944
6835716,0.143279096,0.586392167,0.268285837
6832160,0.10918099,0.667071949,0.228614052
6835291,0.068532959,0.71512607,0.214094809
6945184,0.003634533,0.910717229,0.113454565
7140488,0.216505696,0.360379964,0.445264247
6937850,0.108268109,0.651682578,0.232571722
6899603,0.131420226,0.622077111,0.254258122
6903105,0.119566614,0.557004823,0.305606883
6828476,0.044097046,0.761275552,0.189419855
6835098,0.023764965,0.850700133,0.125745918
6830512,0.134098356,0.576442259,0.265664553
6879997,0.034200446,0.812912574,0.152674764
7131517,0.114631706,0.634434874,0.242498775
6835955,0.180304266,0.489603938,0.341094606
6875250,0.005592427,0.917088478,0.097723041
6932794,0.050113404,0.617092732,0.311944425
6948263,0.03959594,0.65939434,0.283514377
6867201,0.1201625,0.503463353,0.354435056
6882748,0.125342816,0.616444926,0.267880177
6902842,0.052871386,0.737254454,0.196776131
6847535,0.025209668,0.793393134,0.171601906
6825267,0.05488022,0.747617518,0.192618732
6909277,0.103475691,0.672406099,0.223524473
7152429,0.246594169,0.417359629,0.368179067
6931179,0.018415565,0.874919849,0.116172281
6896746,0.101014913,0.602048602,0.288108049
6937073,0.001350707,0.965833053,0.056462955
6934627,0.000388803,0.991069464,0.020743448
6887878,0.124113268,0.613092735,0.255223557
6921531,0.026423391,0.783651579,0.181017474
6897461,0.052879875,0.738987344,0.197702337
6862066,0.045013215,0.753521241,0.187022396
6851531,0.254099458,0.395331231,0.39667307
6928550,0.018536157,0.855443774,0.132981974
6945851,0.045351317,0.77629586,0.174895557
6946955,0.016935715,0.834150878,0.136420583
6869136,0.174414318,0.520928193,0.307296153
6908667,0.199099275,0.44863829,0.350731042
6820525,0.062744097,0.754194275,0.182050416
6887970,0.076307155,0.654091876,0.267093631
6848365,0.1184235,0.521973057,0.349106018
6816173,0.02834781,0.701739334,0.268222286
6900732,0.061521049,0.728991274,0.198832937
6815786,0.106176803,0.616655403,0.268308941
6945972,0.082975264,0.69879955,0.22180925
6848445,0.052977884,0.782779858,0.166358718
6856486,0.170875856,0.504651635,0.338817744
6867010,0.077482656,0.615834144,0.301087443
6828257,0.134291194,0.657543509,0.222506156
6871807,0.065869316,0.705899235,0.227287254
7212966,0.01492604,0.908483156,0.089311176
6889959,0.09472307,0.635326644,0.263424993
6915510,0.042846504,0.759261851,0.184719878
6905402,0.060138341,0.725443447,0.204956702
6826100,0.123626783,0.552109333,0.318961908
6848893,0.04964178,0.72993957,0.20852969
7155647,0.029233341,0.838337315,0.128786964
6812883,0.114586768,0.612944628,0.279251745
6866095,0.037884932,0.749004783,0.213284999
6931127,0.057096207,0.664940781,0.260763857
6829407,0.043283326,0.707814905,0.226009235
6867548,0.336837491,0.310481216,0.445400756
7132575,0.089404922,0.535911655,0.36312174
6890847,0.06148067,0.720863019,0.217204965
6916429,0.102112257,0.656919629,0.230873604
6884716,0.194633683,0.525063704,0.299054817
6896897,0.11978896,0.602259665,0.278665977
6941572,0.094656719,0.634137544,0.266948717
6945277,0.108010223,0.533028176,0.355949912
7133293,0.058722182,0.690129188,0.21957032
7213385,0.035839823,0.838453596,0.132247649
6831928,0.052846939,0.745792471,0.202057814
6932687,0.02782733,0.844316539,0.138805336
6873877,0.051287362,0.772747712,0.176332857
7135459,0.076878091,0.704862341,0.216848897
6876620,0.001578182,0.951237033,0.074439006
6936163,0.005579712,0.887032354,0.144271803
6912398,0.093236793,0.651999067,0.235837796
6917655,0.074412346,0.728059786,0.194785511
6941149,0.051240692,0.700267552,0.212958098
6941378,0.052329956,0.764978432,0.17826667
6882453,0.027867726,0.781285214,0.195160857
7119160,0.160364009,0.427809043,0.403004691
6868451,0.039596836,0.750399719,0.194265659
6945881,0.061021126,0.573042379,0.352405314
6822541,0.018974203,0.87590081,0.110145847
6884355,0.150424692,0.48160518,0.366056491
7132247,0.086968297,0.614019469,0.275387547
6872049,0.105176633,0.596446383,0.288716041
6890740,0.125882812,0.645730205,0.234746127
6840897,0.108802076,0.673871404,0.213267508
6847694,0.080057729,0.714727578,0.198070038
6938196,0.064815851,0.561604859,0.366367791
6939526,0.021963107,0.830316906,0.150159053
6917529,0.093690207,0.685135714,0.220518569
6885636,0.016371755,0.864423199,0.130420934
7202614,0.045879897,0.788755875,0.165921547
6926453,0.064256712,0.649406416,0.26353795
6844636,0.103478955,0.597256272,0.278484177
6879293,0.112546552,0.656333928,0.236072603
6924780,0.095512683,0.648953658,0.248853612
6881024,0.087329977,0.741270926,0.180780026
6851374,0.107250609,0.590599342,0.275905705
6850953,0.075738857,0.633486465,0.25629364
6892292,0.004444275,0.914918217,0.112683306
6886159,0.019433538,0.868879016,0.126012723
6849877,0.081338143,0.651720121,0.265197469
6940840,0.031861865,0.790321891,0.177047333
6926838,0.058035029,0.7134343,0.220613551
6879243,0.023549288,0.742274736,0.222856357
6944286,0.175665551,0.465737853,0.342530392
6915587,0.252656394,0.380190773,0.414204901
6881904,0.113199542,0.61116622,0.26986716
7154358,0.183257554,0.53588584,0.295000228
